사용월,호선명,역ID,지하철역,승차승객수,하차승객수,작업일시
2023-03,2호선,0219,삼성(무역센터),1591452,1604744,2023-04-03 09:45:21
2023-03,2호선,0220,선릉,1606268,1419533,2023-04-03 09:45:21
2023-03,2호선,0221,역삼,1456063,1669535,2023-04-03 09:45:21
2023-03,2호선,0222,강남,2390276,2300090,2023-04-03 09:45:21
2023-03,2호선,0223,교대(법원.검찰청),978663,1125384,2023-04-03 09:45:21
2023-03,2호선,0224,서초,665392,637978,2023-04-03 09:45:21
2023-03,2호선,0225,방배,573634,595045,2023-04-03 09:45:21
2023-03,2호선,0226,사당,1244962,1373260,2023-04-03 09:45:21
2023-03,2호선,0227,낙성대(강감찬),869182,836263,2023-04-03 09:45:21
2023-03,2호선,0228,서울대입구(관악구청),1489244,1446589,2023-04-03 09:45:21
2023-03,2호선,0229,봉천,734858,684379,2023-04-03 09:45:21
2023-03,2호선,0230,신림,1748705,1687953,2023-04-03 09:45:21
2023-03,2호선,0231,신대방,792969,768855,2023-04-03 09:45:21
2023-03,2호선,0232,구로디지털단지,1742597,1728125,2023-04-03 09:45:21
2023-03,2호선,0233,대림(구로구청),756488,773760,2023-04-03 09:45:21
2023-03,2호선,0234,신도림,1533848,1516826,2023-04-03 09:45:21
2023-03,2호선,0235,문래,650577,672716,2023-04-03 09:45:21
2023-03,2호선,0236,영등포구청,642662,663417,2023-04-03 09:45:21
2023-03,2호선,0237,당산,581118,669841,2023-04-03 09:45:21
2023-03,2호선,0238,합정,1007188,1099853,2023-04-03 09:45:21
2023-03,2호선,0239,홍대입구,2131455,2266572,2023-04-03 09:45:21
2023-03,2호선,0240,신촌,1237451,1247478,2023-04-03 09:45:21
2023-03,2호선,0241,이대,561422,608444,2023-04-03 09:45:21
2023-03,2호선,0242,아현,339992,320743,2023-04-03 09:45:21
2023-03,2호선,0243,충정로(경기대입구),301115,320641,2023-04-03 09:45:21
2023-03,2호선,0244,용답,98806,101576,2023-04-03 09:45:21
2023-03,2호선,0245,신답,51994,56528,2023-04-03 09:45:21
2023-03,2호선,0246,신설동,121475,119823,2023-04-03 09:45:21
2023-03,2호선,0247,도림천,38588,41496,2023-04-03 09:45:21
2023-03,2호선,0248,양천구청,216778,226005,2023-04-03 09:45:21
2023-03,2호선,0249,신정네거리,319923,329588,2023-04-03 09:45:21
2023-03,2호선,0250,용두(동대문구청),75134,73982,2023-04-03 09:45:21
2023-03,3호선,0309,지축,193244,189520,2023-04-03 09:45:21
2023-03,3호선,0310,구파발,654392,636692,2023-04-03 09:45:21
2023-03,3호선,0311,연신내,1089735,1034431,2023-04-03 09:45:21
2023-03,3호선,0312,불광,515681,559126,2023-04-03 09:45:21
2023-03,3호선,0313,녹번,483569,436350,2023-04-03 09:45:21
2023-03,3호선,0314,홍제,564080,539532,2023-04-03 09:45:21
2023-03,3호선,0315,무악재,132976,132536,2023-04-03 09:45:21
2023-03,3호선,0316,독립문,238606,250170,2023-04-03 09:45:21
2023-03,3호선,0317,경복궁(정부서울청사),786203,797147,2023-04-03 09:45:21
2023-03,3호선,0318,안국,812177,854913,2023-04-03 09:45:21
2023-03,3호선,0319,종로3가,307012,366069,2023-04-03 09:45:21
2023-03,3호선,0320,을지로3가,335716,339316,2023-04-03 09:45:21
2023-03,3호선,0321,충무로,48,0,2023-04-03 09:45:21
2023-03,3호선,0322,동대입구,327935,372373,2023-04-03 09:45:21
2023-03,3호선,0323,약수,401263,386330,2023-04-03 09:45:21
2023-03,3호선,0324,금호,248808,228681,2023-04-03 09:45:21
2023-03,3호선,0325,옥수,281818,285307,2023-04-03 09:45:21
2023-03,3호선,0326,압구정,965489,1044049,2023-04-03 09:45:21
2023-03,3호선,0327,신사,877179,913873,2023-04-03 09:45:21
2023-03,3호선,0328,잠원,154638,146660,2023-04-03 09:45:21
2023-03,3호선,0329,고속터미널,1473534,1413353,2023-04-03 09:45:21
2023-03,3호선,0330,교대(법원.검찰청),457627,294690,2023-04-03 09:45:21
2023-03,3호선,0331,남부터미널(예술의전당),925992,941603,2023-04-03 09:45:21
2023-03,3호선,0332,양재(서초구청),1107763,1205383,2023-04-03 09:45:21
2023-03,3호선,0333,매봉,365837,352899,2023-04-03 09:45:21
2023-03,3호선,0334,도곡,162333,168696,2023-04-03 09:45:21
2023-03,3호선,0335,대치,370132,365388,2023-04-03 09:45:21
2023-03,3호선,0336,학여울,92047,95940,2023-04-03 09:45:21
2023-03,3호선,0337,대청,316356,296556,2023-04-03 09:45:21
2023-03,3호선,0338,일원,326992,313567,2023-04-03 09:45:21
2023-03,3호선,0339,수서,567993,574587,2023-04-03 09:45:21
2023-03,3호선,0340,가락시장,277052,270647,2023-04-03 09:45:21
2023-03,3호선,0341,경찰병원,219646,220167,2023-04-03 09:45:21
2023-03,3호선,0342,오금,193481,176962,2023-04-03 09:45:21
2023-03,4호선,0409,당고개,288254,256253,2023-04-03 09:45:21
2023-03,4호선,0410,상계,595099,555347,2023-04-03 09:45:21
2023-03,4호선,0411,노원,593438,672025,2023-04-03 09:45:21
2023-03,4호선,0412,창동,784766,824266,2023-04-03 09:45:21
2023-03,4호선,0413,쌍문,894900,829759,2023-04-03 09:45:21
2023-03,4호선,0414,수유(강북구청),1065357,1067447,2023-04-03 09:45:21
2023-03,4호선,0415,미아(서울사이버대학),479060,465133,2023-04-03 09:45:21
2023-03,4호선,0416,미아사거리,834785,816872,2023-04-03 09:45:21
2023-03,4호선,0417,길음,688519,688376,2023-04-03 09:45:21
2023-03,4호선,0418,성신여대입구(돈암),690141,659541,2023-04-03 09:45:21
2023-03,4호선,0419,한성대입구(삼선교),460486,445963,2023-04-03 09:45:21
2023-03,4호선,0420,혜화,1141350,1145359,2023-04-03 09:45:21
2023-03,4호선,0421,동대문,616191,629761,2023-04-03 09:45:21
2023-03,4호선,0422,동대문역사문화공원(DDP),559244,486015,2023-04-03 09:45:21
2023-03,4호선,0423,충무로,894476,913148,2023-04-03 09:45:21
2023-03,4호선,0424,명동,974799,1042675,2023-04-03 09:45:21
2023-03,4호선,0425,회현(남대문시장),805371,838796,2023-04-03 09:45:21
2023-03,4호선,0426,서울역,368787,632648,2023-04-03 09:45:21
2023-03,4호선,0427,숙대입구(갈월),479071,458962,2023-04-03 09:45:21
2023-03,4호선,0428,삼각지,177988,205542,2023-04-03 09:45:21
2023-03,4호선,0429,신용산,550839,583225,2023-04-03 09:45:21
2023-03,4호선,0430,이촌(국립중앙박물관),274657,304088,2023-04-03 09:45:21
2023-03,4호선,0431,동작(현충원),47402,51859,2023-04-03 09:45:21
2023-03,4호선,0432,총신대입구(이수),588965,636075,2023-04-03 09:45:21
2023-03,4호선,0433,사당,846413,749902,2023-04-03 09:45:21
2023-03,4호선,0434,남태령,43914,36002,2023-04-03 09:45:21
